id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,wheelchair,animal,keyword,evalnum,rate
22580427,갤러리 터치,"문화,예술 > 문화시설 > 미술관",CT1,문화시설,02-776-7177,서울 중구 순화동 151,서울 중구 칠패로 27,126.971899447233,37.5604311202839,http://place.map.kakao.com/22580427,,unknown,unknown,,0,0
473196625,HSBC코리아 역사전시관,"문화,예술 > 문화시설 > 전시관",CT1,문화시설,,서울 중구 봉래동1가 25,서울 중구 칠패로 37,126.973043840354,37.5600583743983,http://place.map.kakao.com/473196625,,unknown,unknown,,0,0
27539583,알파갤러리 남대문본점,"문화,예술 > 문화시설 > 전시관",CT1,문화시설,02-784-1420,서울 중구 남대문로4가 20-6,서울 중구 남대문로 6-2,126.976517248875,37.5603636532762,http://place.map.kakao.com/27539583,,unknown,unknown,,0,0
1056662001,신세계 메사홀,"문화,예술 > 문화시설 > 공연장,연극극장",CT1,문화시설,,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979600290562,37.5603750381813,http://place.map.kakao.com/1056662001,,unknown,unknown,,0,0
1919634876,소년24 전용관,"문화,예술 > 문화시설 > 공연장,연극극장",CT1,문화시설,,서울 중구 회현동1가 204,서울 중구 남대문시장10길 2,126.979600290562,37.5603750381813,http://place.map.kakao.com/1919634876,,unknown,unknown,,0,0
27380654,비디갤러리,"문화,예술 > 문화시설 > 미술관",CT1,문화시설,02-3789-3872,서울 중구 남산동2가 6-2,서울 중구 퇴계로18길 9,126.985630554983,37.5604227779338,http://place.map.kakao.com/27380654,,unknown,unknown,,0,0
27384220,아트팩토리,"문화,예술 > 문화시설 > 미술관",CT1,문화시설,02-318-1054,서울 중구 남산동3가 13-10,서울 중구 퇴계로22길 11-11,126.987020395571,37.5605418704917,http://place.map.kakao.com/27384220,,unknown,unknown,,0,0
1613673516,이회영기념관,"문화,예술 > 문화시설 > 기념관",CT1,문화시설,02-755-0610,서울 중구 예장동 4-1,서울 중구 퇴계로26길 36,126.988930989999,37.5598789313451,http://place.map.kakao.com/1613673516,,unknown,unknown,,7,5.0
198489475,서소문성지역사박물관,"문화,예술 > 문화시설 > 박물관",CT1,문화시설,02-3147-2401,서울 중구 의주로2가 16-74,서울 중구 칠패로 5,126.969753428448,37.5607008890665,http://place.map.kakao.com/198489475,,unknown,unknown,,34,4.6
417291326,서소문역사공원 하늘광장,"문화,예술 > 문화시설 > 기념관",CT1,문화시설,,서울 중구 의주로2가 16-72,서울 중구 칠패로 5,126.96970703725184,37.560668441287646,http://place.map.kakao.com/417291326,,unknown,unknown,,0,0
1546828547,헬스케어 이노지움,"문화,예술 > 문화시설 > 전시관",CT1,문화시설,070-7791-0777,서울 중구 서소문동 135,서울 중구 세종대로9길 41,126.97294486719,37.5614585007978,http://place.map.kakao.com/1546828547,,unknown,unknown,,0,0
1529469311,우정아트센터,"문화,예술 > 문화시설 > 미술관",CT1,문화시설,,서울 중구 태평로2가 150,서울 중구 세종대로 55,126.975353459553,37.5612463929388,http://place.map.kakao.com/1529469311,,unknown,unknown,,0,0
8534402,자연문화원,"문화,예술 > 문화시설 > 문화원",CT1,문화시설,02-777-1949,서울 중구 태평로2가 120,서울 중구 세종대로9길 20,126.974565752434,37.5611272943056,http://place.map.kakao.com/8534402,,unknown,unknown,,0,0
1768178995,벤로갤러리,"문화,예술 > 문화시설 > 전시관",CT1,문화시설,02-775-6681,서울 중구 남대문로4가 17-11,서울 중구 남대문로 5,126.976403935112,37.5607852972062,http://place.map.kakao.com/1768178995,,unknown,unknown,,0,0
219549773,갤러리둥지향,"문화,예술 > 문화시설 > 미술관",CT1,문화시설,,서울 중구 북창동 136,서울 중구 남대문로1길 2,126.977725751443,37.5612648842607,http://place.map.kakao.com/219549773,,unknown,unknown,,0,0
