id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,wheelchair,animal,keyword,evalnum,rate
23440299,글로벌패션아카데미,"교육,학문 > 학원 > 패션디자인학원",AC5,학원,02-778-9003,서울 중구 회현동3가 11-3,서울 중구 퇴계로 108,126.983729102092,37.5604874029795,http://place.map.kakao.com/23440299,,unknown,unknown,#제로페이 ,6,3.8
16983711,중앙교육개발원,"교육,학문 > 학원",AC5,학원,,서울 중구 회현동3가 11-3,서울 중구 퇴계로 108,126.983729102876,37.5604837989921,http://place.map.kakao.com/16983711,,unknown,unknown,,0,0
8454673,예음예술종합학원,"교육,학문 > 학원 > 음악학원",AC5,학원,,서울 중구 예장동 2-82,서울 중구 삼일대로2길 58,126.990750916007,37.5599547716837,http://place.map.kakao.com/8454673,,unknown,unknown,,0,0
541595646,초롱화실,"교육,학문 > 학원 > 미술학원",AC5,학원,,서울 서대문구 합동 117,서울 서대문구 서소문로 37,126.96561094203167,37.5608114787676,http://place.map.kakao.com/541595646,,unknown,n,,1,5.0
18717061,리더스교육,"교육,학문 > 학원",AC5,학원,070-4045-7775,서울 서대문구 합동 117,서울 서대문구 서소문로 37,126.965610942032,37.5608114787676,http://place.map.kakao.com/18717061,,unknown,unknown,,0,0
10407432,배상계보석감정원,"교육,학문 > 학원 > 보석감정,세공학원",AC5,학원,,서울 중구 남창동 3-1,서울 중구 남대문시장길 45-10,126.978382328702,37.5608469438026,http://place.map.kakao.com/10407432,,unknown,unknown,,0,0
8604596,한양검정고시학원,"교육,학문 > 학원 > 검정고시학원",AC5,학원,02-752-6333,서울 중구 충무로1가 25-6,서울 중구 명동8나길 45,126.98240248627,37.5610602466819,http://place.map.kakao.com/8604596,,unknown,unknown,,0,0
22729542,참빛피아노,"교육,학문 > 학원 > 음악학원 > 피아노학원",AC5,학원,02-773-3352,서울 중구 남산동3가 13-34,서울 중구 퇴계로24길 6,126.9870622535564,37.56065179670179,http://place.map.kakao.com/22729542,,unknown,unknown,,3,3.7
22378367,명동크리스챤쇼보 미용학원,"교육,학문 > 학원",AC5,학원,,서울 중구 남산동3가 13-36,서울 중구 퇴계로 134,126.986594803141,37.5607184183193,http://place.map.kakao.com/22378367,,unknown,unknown,,0,0
11411021,한국이미지진흥원,"교육,학문 > 학원",AC5,학원,,서울 중구 서소문동 120-20,서울 중구 세종대로9길 60,126.973261502389,37.5622298260559,http://place.map.kakao.com/11411021,,unknown,unknown,,0,0
661833563,태양중국어교습소,"교육,학문 > 학원 > 어학원 > 중국어학원",AC5,학원,,서울 중구 명동2가 105,서울 중구 남대문로 52-13,126.982261891291,37.5621125897825,http://place.map.kakao.com/661833563,,unknown,unknown,,0,0
9005222,모즈 복장학원,"교육,학문 > 학원 > 패션디자인학원",AC5,학원,02-756-0708,서울 중구 충무로2가 12-16,서울 중구 명동8가길 35,126.986916032026,37.5618969580937,http://place.map.kakao.com/9005222,,unknown,unknown,,0,0
19171551,서울 김치문화체험관,"교육,학문 > 학원",AC5,학원,02-318-7051,서울 중구 충무로2가 12-27,서울 중구 명동8가길 47,126.987672084522,37.561961911217,http://place.map.kakao.com/19171551,,unknown,unknown,,0,0
8692688,동양이엠에스,"교육,학문 > 학원",AC5,학원,02-2276-0432,서울 중구 충무로3가 57-8,서울 중구 퇴계로27길 28,126.991647031409,37.5623875297535,http://place.map.kakao.com/8692688,,unknown,unknown,,0,0
1082930503,삼락서실,"교육,학문 > 학원 > 서예,한문학원",AC5,학원,02-2275-5678,서울 중구 충무로3가 59-24,서울 중구 수표로2길 13,126.99122374683144,37.56219108178991,http://place.map.kakao.com/1082930503,,unknown,unknown,,0,0
717001418,오픽 시청센터,"교육,학문 > 학원 > 어학원 > 영어학원",AC5,학원,070-4352-0303,서울 중구 순화동 5-2,서울 중구 서소문로 89,126.970825652104,37.5625860439095,http://place.map.kakao.com/717001418,,unknown,unknown,,2,3.0
352095554,에스키친쿠킹스튜디오,"교육,학문 > 학원 > 요리학원",AC5,학원,,서울 중구 순화동 4-17,서울 중구 서소문로9길 28,126.970395284258,37.5632634861249,http://place.map.kakao.com/352095554,,unknown,unknown,,0,0
2104306199,송송스포츠,"교육,학문 > 학원",AC5,학원,,서울 중구 순화동 217,서울 중구 서소문로9길 28,126.970428115791,37.5632436724316,http://place.map.kakao.com/2104306199,,unknown,unknown,,0,0
1568389217,기타랑우쿨스쿨,"교육,학문 > 학원 > 음악학원",AC5,학원,010-3249-8733,서울 중구 서소문동 54-2,서울 중구 서소문로11길 2,126.973116343766,37.5630190660451,http://place.map.kakao.com/1568389217,,unknown,unknown,#제로페이 ,0,0
